"datasetstring","idstring","messageslist","directionstring","metadatadict"
"doda","doda_28601","[{""content"": ""ترجم من الدارجة للفصحى: أُ ماكايناش عالام كبير من لإهتيمام"", ""role"": ""user""},{""content"": ""ولا يوجد عالم كبير مثير للاهتمام"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_11357","[{""content"": ""ترجم من الدارجة للفصحى: هيا طالبة فالجامعة"", ""role"": ""user""},{""content"": ""هي طالبة جامعية"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_18863","[{""content"": ""ترجم من الدارجة للفصحى: سمح ليا."", ""role"": ""user""},{""content"": ""عفوًا."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_25877","[{""content"": ""ترجم من الدارجة للفصحى: إدان, راه عيد ميلادي سيمانا جايا, أُبغيت ندير حفلا كبيرا."", ""role"": ""user""},{""content"": ""إذًا، سيكون عيد ميلادي الأسبوع القادم، وأود أن أقيم حفلة كبيرة!"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_40553","[{""content"": ""ترجم من الدارجة للفصحى: واش كاتعراف شي واحد مازيان?"", ""role"": ""user""},{""content"": ""هل تعرف واحداً جيداً؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_1069","[{""content"": ""ترجم من الدارجة للفصحى: شحال كيسوى البريد لليابان عبر الجو؟ <|assistant|> ما التكلفة البريدية إلى اليابان بالبريد الجوي ؟ <|user|> ترجم من الدارجة للفصحى: ربعة ديال عشرين، واحد ديال عشرة و الباقي بأوراق نقدية ديال دولار واحد. <|assistant|> ورقات فئة العشرين وواحدة فئة العشرة ، والباقي أوراق نقدية فئة الدولار . <|user|> ترجم من الدارجة للفصحى: سمح ليا. ما هازش معايا دابا. <|assistant|> أنا آسف . ليس معي ما يكفي الآن . <|user|> ترجم من الدارجة للفصحى: هادي الغرفة تلاتة صفر جوج."", ""role"": ""user""},{""content"": ""هذه غرفة ثلاثة صفر اثنين ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_2611","[{""content"": ""ترجم من الدارجة للفصحى: نعم. عافاك وريني شي قمايج."", ""role"": ""user""},{""content"": ""أجل . من فضلك أرني بعض القمصان ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_40517","[{""content"": ""ترجم من الدارجة للفصحى: قبل ماتجرّبو"", ""role"": ""user""},{""content"": ""قبل أن تجربه"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_10409","[{""content"": ""ترجم من الدارجة للفصحى: مدغ ماكلتك مزيان"", ""role"": ""user""},{""content"": ""امضغ طعامك جيدًا"", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_2153","[{""content"": ""ترجم من الدارجة للفصحى: هادي أوّال مرّا كانجي لهنا. <|assistant|> هذه هي المرة الأولى التي أكون فيها هنا. <|user|> ترجم من الدارجة للفصحى: لبحر خاوي <|assistant|> الشاطئ فارغ <|user|> ترجم من الدارجة للفصحى: واش كادن بلي هادا يمكن ليه يلعب شي دور فهادشي كامل؟ <|assistant|> هل تعتقد أن ذلك يمكن أن يلعب دورًا في كل هذا؟ <|user|> ترجم من الدارجة للفصحى: شنو ناوي دير معاهم فباريس؟"", ""role"": ""user""},{""content"": ""ماذا تنوي أن تفعل بهم في باريس؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_3781","[{""content"": ""ترجم من الدارجة للفصحى: واش عندك شي حساء دالبصل؟"", ""role"": ""user""},{""content"": ""هل عندكم أية شربة بصل ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_31439","[{""content"": ""ترجم من الدارجة للفصحى: أه غادي نديرها"", ""role"": ""user""},{""content"": ""نعم، سأفعل ذلك"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_9453","[{""content"": ""ترجم من الدارجة للفصحى: اه، ليوم في الصباح شريت تريكو من الحانوت ديالك. ولكين ملي رجعت وصلبت، مكانش داكشي لي شريت. هاهوا الإصال."", ""role"": ""user""},{""content"": ""أجل . اشتريت سترة من متجركم هذا الصباح . لكن عندما عدت وفتحته كان غير الذي اشتريته . هذا هو إيصالي ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_6347","[{""content"": ""ترجم من الدارجة للفصحى: شنو درتي ب الصالير ديالك?"", ""role"": ""user""},{""content"": ""ماذا فعلت براتبك؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_10005","[{""content"": ""ترجم من الدارجة للفصحى: واش كايسربيو الماكلة؟"", ""role"": ""user""},{""content"": ""هل سيقدم طعام ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar_multi_turns","madar_multi_turns_781","[{""content"": ""ترجم من الدارجة للفصحى: اه، عندي حصا خاويا معا الجوج و وحدا خرا معا الربعا."", ""role"": ""user""},{""content"": ""نعم ، لدينا ساحة للعب متاحة في الساعة الثانية وأخرى في الساعة الرابعة ."", ""role"": ""assistant""},{""content"": ""ترجم: اه، على حساب لأرصاد الجويا. السيمانا كولها غادي يكون لجو زوين."", ""role"": ""user""},{""content"": ""نعم . طبقاً للنشرة الجوية الأسبوعية ، فسوف يظلّ الجو حسناً هذا الأسبوع ."", ""role"": ""assistant""},{""content"": ""ترجم: واش كاين تكييف الهواء؟"", ""role"": ""user""},{""content"": ""هل يوجد تكييف هواء ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_12481","[{""content"": ""ترجم من الدارجة للفصحى: استمرت الحرب الباردة مدة ربع سنين ونص، من ألف وتسعمية وواحد وربعين حتى لخمسة وربعين، وابدات عامين من بعد الحرب العالمية التانية."", ""role"": ""user""},{""content"": ""استمرت حرب الباسيفيك لمدة أربعة سنوات ونصف ، من ألف وتسعمائة وواحد وأربعون إلى خمسة وأربعون ، و قد اندلعت بعد الحرب العالمية الثانية بعامين ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5013","[{""content"": ""ترجم من الدارجة للفصحى: لا شكرا على واجب. بكل سرور."", ""role"": ""user""},{""content"": ""أهلاً بك . كان ذلك مدعاة لسروري ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_471","[{""content"": ""ترجم من الدارجة للفصحى: كاين شي واحد كايجمع لكواري."", ""role"": ""user""},{""content"": ""هل يوجد ولد لجمع الكرات ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_1669","[{""content"": ""ترجم من الدارجة للفصحى: عافاك ارسم خريطة هنا."", ""role"": ""user""},{""content"": ""من فضلك ارسم خريطة هنا ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_10115","[{""content"": ""ترجم من الدارجة للفصحى: والاكين هنا, الطياب إمكن إكون مازيان بزاف!"", ""role"": ""user""},{""content"": ""ولكن هنا، يمكن للطباخ أن يقوم بعمل جيد جدًا!"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_13899","[{""content"": ""ترجم من الدارجة للفصحى: بغيت هادي تزاد على رسوم الغرفة."", ""role"": ""user""},{""content"": ""أود إضافة هذا إلى رسوم غرفتي ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_4217","[{""content"": ""ترجم من الدارجة للفصحى: شكون علّمك داكشي?"", ""role"": ""user""},{""content"": ""من علمك ذلك؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_15105","[{""content"": ""ترجم من الدارجة للفصحى: شحال كايمشي من مرا؟"", ""role"": ""user""},{""content"": ""كم عدد المرات التي تعمل فيها ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_41033","[{""content"": ""ترجم من الدارجة للفصحى: كان داكشي باش نقدرو نكونو معا باعدياتنا."", ""role"": ""user""},{""content"": ""كان ذلك حتى نتمكن من البقاء معًا."", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_667","[{""content"": ""ترجم من الدارجة للفصحى: غادي نكون سعيد أنني نخدم معاك. <|assistant|> سأكون سعيداُ بأن أكون ذا نفع لك . <|user|> ترجم من الدارجة للفصحى: واش يمكن ليك تقراه باش تكون متأكد؟ <|assistant|> هلا أطلعت عليها حتى تتيقن ؟ <|user|> ترجم من الدارجة للفصحى: راه مزير بزاف. <|assistant|> إنها ضيقة جدا . <|user|> ترجم من الدارجة للفصحى: أنا مع عائلتي، إذن مانقدرش نعطيكم رقم الغرفة."", ""role"": ""user""},{""content"": ""إني مع أسرتي . ولذا لا يسعني أن أعطيك رقم غرفتي ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_1187","[{""content"": ""ترجم من الدارجة للفصحى: ممكن تنصحني بشي رحلة سياحية؟"", ""role"": ""user""},{""content"": ""هل لك أن ترشح جولة لمشاهدة المعالم ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_16457","[{""content"": ""ترجم من الدارجة للفصحى: غادي نساحاب!"", ""role"": ""user""},{""content"": ""أنا استقلت!"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_33947","[{""content"": ""ترجم من الدارجة للفصحى: مشيت لحاديقات لحاياوانات"", ""role"": ""user""},{""content"": ""ذهبت إلى حديقة الحيوانات"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_38591","[{""content"": ""ترجم من الدارجة للفصحى: واش هازّ معاك تيليفون ديالك?"", ""role"": ""user""},{""content"": ""هل معك هاتفك؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_12809","[{""content"": ""ترجم من الدارجة للفصحى: كانضن بلي جيت من ديك تريق"", ""role"": ""user""},{""content"": ""أعتقد أنني أتيت من ذلك الطريق"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_9613","[{""content"": ""ترجم من الدارجة للفصحى: إيوا، دير لا نافيت ديال غراي إير شاتل أولا كاري إيربير إيكسبريس."", ""role"": ""user""},{""content"": ""حسن ، يمكنك أن تأخذ جراي لاين إير شاتل أو ذا كاري إيرورت إكسبريس ."", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_109","[{""content"": ""ترجم من الدارجة للفصحى: ضاع ليا صاكي. <|assistant|> فقدت حقيبة يدي . <|user|> ترجم من الدارجة للفصحى: واش هادا هو الطوبيس الصحيح ديال الخطوط الجوية اليابانية؟ <|assistant|> هل هذه هي الحافلة التي توصلني إلى الخطوط الجوية اليابانية ؟ <|user|> ترجم من الدارجة للفصحى: اسمح لي، غادي يكون عندنا عشرين دقيقة تأخير. <|assistant|> معذرة ، سنتأخر عشرين دقيقة . <|user|> ترجم من الدارجة للفصحى: واش كاينة شي ورشة لإصلاح السيارات هنا؟"", ""role"": ""user""},{""content"": ""هل يوجد ورشة قريبة من هنا لتصليح السيارات ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_43061","[{""content"": ""ترجم من الدارجة للفصحى: بغيت نعرف شحال ديال لواقت باقي لييا باش نقرا"", ""role"": ""user""},{""content"": ""أود أن أعرف كم من الوقت تبقى لي للدراسة"", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_3251","[{""content"": ""ترجم من الدارجة للفصحى: أش بان ليك أسيدي? <|assistant|> ما رأيك يا سيدي؟ <|user|> ترجم من الدارجة للفصحى: فين نقدر نصرّف دولّار? <|assistant|> أين يمكنني صرف الدولارات؟ <|user|> ترجم من الدارجة للفصحى: أنا فايق <|assistant|> أنا مستيقظ <|user|> ترجم من الدارجة للفصحى: ماتخافش, حتا أنا لقيت راسي هنا"", ""role"": ""user""},{""content"": ""لا تقلق، لقد انتهى بي المطاف هنا أيضًا"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_26879","[{""content"": ""ترجم من الدارجة للفصحى: كيف راك هاد لعشييا"", ""role"": ""user""},{""content"": ""كيف حالك هذا المساء؟"", ""role"": ""assistant""}]","dr_msa","null"
"flores+","flores+_3095","[{""content"": ""ترجم من الدارجة للفصحى: متدمرش الرمز، داكشي اللي تبدل تدار غير بتواب مشعشعينومزوقين برموز نتاع بيس أن لوف باش يبدل ""O"" وتقرا ""e"" صغيرة."", ""role"": ""user""},{""content"": ""لم يمسس اللافتة ضرر مادي؛ ذلك لأن المتعدي استخدم تربولين أسود مزيناً بعلامة السلام ورسمة لقلب في تعديلاته لتغيير شكل حرف ال""O"" ليبدو كحرف ""e"". "", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_7103","[{""content"": ""ترجم من الدارجة للفصحى: معاياش كايخرج أول تران كايمشي ل أوكسفورد؟"", ""role"": ""user""},{""content"": ""متى أول قطار إلى أكسفورد ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5303","[{""content"": ""ترجم من الدارجة للفصحى: من الأحسن ايلا لقينا لبيرو ديال خطوط يونايتيد الجوية دابا."", ""role"": ""user""},{""content"": ""من الأفضل أن نعثر على العداد الأصلي لشركة يوتيتد إيرلاينز الآن ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_1929","[{""content"": ""ترجم من الدارجة للفصحى: بغيتي قهوا ولا أتاي؟"", ""role"": ""user""},{""content"": ""هل ترغب في القهوة أم الشاي ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_7779","[{""content"": ""ترجم من الدارجة للفصحى: نعام، هييا انا. علاش كاتسولني على هادشي؟"", ""role"": ""user""},{""content"": ""نعم ، إنني كذلك . لماذا تسال ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_155","[{""content"": ""ترجم من الدارجة للفصحى: وا هير ركب أُو باراكا من لهضرا"", ""role"": ""user""},{""content"": ""فقط اركب ولا تتكلم كثيرًا"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_10947","[{""content"": ""ترجم من الدارجة للفصحى: الفطور ديالي باقي ماجا. واخا تسربي عافاك؟"", ""role"": ""user""},{""content"": ""لم يصل طعام إفطاري بعد . هلا تفضلت بالإسراع ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_131","[{""content"": ""ترجم من الدارجة للفصحى: ماتانفهم التا زفتا ف الطيّارات والاكين كانتخلع كولّا مرّا تانطير ف السما"", ""role"": ""user""},{""content"": ""لا أعرف أي شيء عن الطائرات، ولكني أشعر بالرعب في كل مرة أطير"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_22847","[{""content"": ""ترجم من الدارجة للفصحى: وصلاتني لكوموند"", ""role"": ""user""},{""content"": ""لقد وصل طلبي"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_6733","[{""content"": ""ترجم من الدارجة للفصحى: هادي عشرة مارك."", ""role"": ""user""},{""content"": ""السعر عشرة ماركات ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_26477","[{""content"": ""ترجم من الدارجة للفصحى: يالّاه نضربو تسركيلا"", ""role"": ""user""},{""content"": ""هيا نتمشى"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5187","[{""content"": ""ترجم من الدارجة للفصحى: وقتاش كاتلبس الكيمونو؟"", ""role"": ""user""},{""content"": ""متى ترتدي الكيمونو ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_13957","[{""content"": ""ترجم من الدارجة للفصحى: عافاك خلي هاد الأمتعة حتال الخمسة ديال العشية . واخا تعطيني شيك عافاك؟"", ""role"": ""user""},{""content"": ""من فضلك , احتفظ بهذه الحقائب حتى الخامسة مساءً , من فضلك . وهل يمكن أن أحصل على إيصال استلام بذلك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_16071","[{""content"": ""ترجم من الدارجة للفصحى: عطيني شي تامبر ديال عشرين سانتيم، عفاك."", ""role"": ""user""},{""content"": ""أعطني طابع بريد قيمته عشرون سنتاً ، من فضلك ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_35531","[{""content"": ""ترجم من الدارجة للفصحى: راه فريق ديال ريڭبي كايحتافلو برباح ديالهوم"", ""role"": ""user""},{""content"": ""إنه فريق رغبي يحتفل بانتصاره"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_6833","[{""content"": ""ترجم من الدارجة للفصحى: وريني الاتجاه، عافاك."", ""role"": ""user""},{""content"": ""أعطني الاتجاهات ، من فضلك ."", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_1741","[{""content"": ""ترجم من الدارجة للفصحى: تذكرة ذهاب و إياب لعشرة دالرحلات، عافاك. <|assistant|> تذكرة لعشر مسافرين من فضلك . <|user|> ترجم من الدارجة للفصحى: شوية دالجوز، عافاك. <|assistant|> اعطني بعض المكسرات , من فضلك . <|user|> ترجم من الدارجة للفصحى: شنو بان ليك نديرو موعد هنا مع الربعة؟ <|assistant|> ما رأيك لو التقينا هنا في الساعة الرابعة ؟ <|user|> ترجم من الدارجة للفصحى: أشمن قائمة أكل توصيني بيها؟"", ""role"": ""user""},{""content"": ""ما القائمة التي توصي بها ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_16847","[{""content"": ""ترجم من الدارجة للفصحى: ولدي"", ""role"": ""user""},{""content"": ""ابني"", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_1901","[{""content"": ""ترجم من الدارجة للفصحى: واش قريتيها? <|assistant|> هل قرأته؟ <|user|> ترجم من الدارجة للفصحى: نتشاوفو <|assistant|> أراك لاحقًا <|user|> ترجم من الدارجة للفصحى: كاينا واحد رسطورا لهيه, والاكين ماكانضنش زوينا <|assistant|> هناك مطعم هناك، لكنني لا أعتقد أنه جيد جدًا <|user|> ترجم من الدارجة للفصحى: أُه أه, تلاقيت معا لاتيفا فتريقي, بانت ليا درايفا بزف"", ""role"": ""user""},{""content"": ""آه نعم، التقيت بلطيفة في طريقي إلى هنا، بدت لطيفة جدًا"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_41585","[{""content"": ""ترجم من الدارجة للفصحى: سيفت ليا ليان"", ""role"": ""user""},{""content"": ""أرسل لي الرابط"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_14263","[{""content"": ""ترجم من الدارجة للفصحى: شكراً بزاف. ما كرهتش، و لكن سمح ليا عندي موعد مسبقاً."", ""role"": ""user""},{""content"": ""لك جزيل الشكر ، كنت أود أن أحضر ولكني أخشى أن يكون لدي موعد آخر ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_9911","[{""content"": ""ترجم من الدارجة للفصحى: علاش لعاداب?"", ""role"": ""user""},{""content"": ""لماذا تكلف نفسك؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_2021","[{""content"": ""ترجم من الدارجة للفصحى: واش تقدر تيّقها?"", ""role"": ""user""},{""content"": ""هل يمكنك أن تصدق ذلك؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_13571","[{""content"": ""ترجم من الدارجة للفصحى: شحال ل ليلة وحدة؟"", ""role"": ""user""},{""content"": ""كم سعر الليلة ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_32549","[{""content"": ""ترجم من الدارجة للفصحى: راه فيه ضال بزاف فلغابا بناسبا لييا"", ""role"": ""user""},{""content"": ""الغابة مظلمة أكثر مما أفضل"", ""role"": ""assistant""}]","dr_msa","null"
"flores+","flores+_3929","[{""content"": ""ترجم من الدارجة للفصحى: في فصل الصيف، ديروا بالكم من البعوض النوردي واخا ما كينقلش أي أمراض، ولكن يقدر يكون مزعج."", ""role"": ""user""},{""content"": ""خلال فصل الصيف، احذروا من البعوض النوردي فرغم أنه لا ينقل أي أمراض، إلا أن قد يكون مزعجًا."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_10519","[{""content"": ""ترجم من الدارجة للفصحى: واخا تعطيني جوج هوت دوك نديهم معايا؟"", ""role"": ""user""},{""content"": ""هل يمكنني أخذ شطيرتين من السجق الساخن ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_1655","[{""content"": ""ترجم من الدارجة للفصحى: واحد لحاجا ماعجباتنيش <|assistant|> شيء واحد لم يعجبني <|user|> ترجم من الدارجة للفصحى: كيفاش? <|assistant|> ماذا؟! <|user|> ترجم من الدارجة للفصحى: هوا مشهور <|assistant|> إنه مشهور <|user|> ترجم من الدارجة للفصحى: مانقدارش نواعداك بشي حاجة"", ""role"": ""user""},{""content"": ""لا أستطيع أن أعد بأي شيء بمفردي"", ""role"": ""assistant""}]","dr_msa","null"
"madar_multi_turns","madar_multi_turns_1345","[{""content"": ""ترجم من الدارجة للفصحى: شحال ديال لوقت ف كولشي؟"", ""role"": ""user""},{""content"": ""إجمالاً كم من الوقت تستغرق ؟"", ""role"": ""assistant""},{""content"": ""ترجم: كاين غي الشيفور فالطوبيس، ماكاينش الروسوڤور."", ""role"": ""user""},{""content"": ""ليس هناك إلا سائق في حافلة , من غير تبَّاع ."", ""role"": ""assistant""},{""content"": ""ترجم: عامل المكالمات، بغيت ندير مكالمة دولية لأوطيل شيراتون."", ""role"": ""user""},{""content"": ""عامل التليفون . أود أن أجري مكالمة بعيدة المدى إلى فندق الشيراتون ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_25487","[{""content"": ""ترجم من الدارجة للفصحى: إمكان ليا نقاد وحدا إلا بغيتي"", ""role"": ""user""},{""content"": ""يمكنني صنع واحد إذا أردت"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_10557","[{""content"": ""ترجم من الدارجة للفصحى: صافي نسا."", ""role"": ""user""},{""content"": ""لا تقلق ."", ""role"": ""assistant""}]","dr_msa","null"
"flores+","flores+_2675","[{""content"": ""ترجم من الدارجة للفصحى: هادشي كيعيِّي بزاف فحال إلا كتفيق كل عشرين أو تلاتين دقيقة تفرج فالتلفازة."", ""role"": ""user""},{""content"": ""وهو أمر منهك للغاية أشبه باستيقاظك كل عشرين أو ثلاثين دقيقة لمشاهدة التلفاز."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_16189","[{""content"": ""ترجم من الدارجة للفصحى: تقدر تمد ليا الملح؟"", ""role"": ""user""},{""content"": ""هل يمكنك إعطائي الملح ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_39269","[{""content"": ""ترجم من الدارجة للفصحى: ماكانسمعش مزيان"", ""role"": ""user""},{""content"": ""لا أسمع جيدًا"", ""role"": ""assistant""}]","dr_msa","null"
"doda_multi_turns","doda_multi_turns_2057","[{""content"": ""ترجم من الدارجة للفصحى: كول واحد كيفاش كايفكّر"", ""role"": ""user""},{""content"": ""لكل شخص طريقة تفكير مختلفة"", ""role"": ""assistant""},{""content"": ""ترجم: هادي شوييا ديال لخبارات زوينا علا لوقيد"", ""role"": ""user""},{""content"": ""هذا خبر جيد بعض الشيء عن المباريات"", ""role"": ""assistant""},{""content"": ""ترجم: موعاد كايتفرّج ف فيلم"", ""role"": ""user""},{""content"": ""معاذ يشاهد فيلماً"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_10157","[{""content"": ""ترجم من الدارجة للفصحى: راه يالاه خوا من لاشارج"", ""role"": ""user""},{""content"": ""لقد نفدت البطارية للتو"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_11183","[{""content"": ""ترجم من الدارجة للفصحى: كايضيّع ليّا وقتي"", ""role"": ""user""},{""content"": ""إنه يضيع وقتي"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_37019","[{""content"": ""ترجم من الدارجة للفصحى: وصلتي?"", ""role"": ""user""},{""content"": ""هل وصلت؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5817","[{""content"": ""ترجم من الدارجة للفصحى: واش نقدر نتصور بكاميرا الفيديو ديالي؟"", ""role"": ""user""},{""content"": ""هل لي أن آخذ صورة بكاميرا الفيديو الخاصة بي ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_38243","[{""content"": ""ترجم من الدارجة للفصحى: واش خفتي?"", ""role"": ""user""},{""content"": ""هل شعرت بالخوف؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_1053","[{""content"": ""ترجم من الدارجة للفصحى: كيفاش نمشي لتما؟ <|assistant|> كيف أصل إلى هناك ؟ <|user|> ترجم من الدارجة للفصحى: تقدر تحافض على الحوايج الثمينة ديالي؟ <|assistant|> هل من الممكن أن تحفظ أشيائي الثمينة من فضلك ؟ <|user|> ترجم من الدارجة للفصحى: تقدر تشد ليا طاكسي مع العشرة ديال الصباح؟ <|assistant|> هلا أحضرت لي سيارة أجرة في الصباح ؟ <|user|> ترجم من الدارجة للفصحى: شحال من محطة وقوف كاينة من هنا لمحطة ساوت؟"", ""role"": ""user""},{""content"": ""أفهم ذلك . كم محطة في الطريق من هنا إلى سوث ستاشن ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_7943","[{""content"": ""ترجم من الدارجة للفصحى: سير تنعس"", ""role"": ""user""},{""content"": ""اذهب إلى النوم"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_32135","[{""content"": ""ترجم من الدارجة للفصحى: تحت النجوم!"", ""role"": ""user""},{""content"": ""تحت النجوم!"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5863","[{""content"": ""ترجم من الدارجة للفصحى: وقتاش رحلة الطيران الجاية؟"", ""role"": ""user""},{""content"": ""متى الرحلة الجوية المقبلة ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_42137","[{""content"": ""ترجم من الدارجة للفصحى: هادشي صعيب"", ""role"": ""user""},{""content"": ""هذا صعب"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_10699","[{""content"": ""ترجم من الدارجة للفصحى: باليزتي تكرفسات."", ""role"": ""user""},{""content"": ""لقد تلفت حقيبة سفري ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_31187","[{""content"": ""ترجم من الدارجة للفصحى: أُكانقتاراح تاخاد هير موكاعاب ثلج بوحدو بلا ويسكي"", ""role"": ""user""},{""content"": ""وأقترح عليك أن تأخذ مكعب الثلج فقط دون الويسكي"", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_5261","[{""content"": ""ترجم من الدارجة للفصحى: مازال <|assistant|> ليس بعد <|user|> ترجم من الدارجة للفصحى: واش عندك فلوس كافيين <|assistant|> هل لديك مال كافٍ <|user|> ترجم من الدارجة للفصحى: كانضن باقي عندي شوييا ديال لما دافي ف ساكي <|assistant|> أعتقد أن لدي بعض الماء الساخن في حقيبتي <|user|> ترجم من الدارجة للفصحى: عندي مشروع ديالي"", ""role"": ""user""},{""content"": ""أدير عملي الخاص"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_21593","[{""content"": ""ترجم من الدارجة للفصحى: ماكاين تا وصفا خاصّا خرا. غير لقهوا ب ستيل ديال نڭليز."", ""role"": ""user""},{""content"": ""لا وصفات خاصة أخرى. فقط قهوة على الطريقة الإنجليزية."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_30455","[{""content"": ""ترجم من الدارجة للفصحى: مابغاش"", ""role"": ""user""},{""content"": ""لا يريد أن"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_3927","[{""content"": ""ترجم من الدارجة للفصحى: واخا توريني الطريق ديال أقرب فارماسين، لله يخليك؟"", ""role"": ""user""},{""content"": ""أيمكن أن تدلّني على الطريق إلى أقرب متجر لبيع الأدوية والمرطبات ، من فضلك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_9897","[{""content"": ""ترجم من الدارجة للفصحى: عيني كتضرني."", ""role"": ""user""},{""content"": ""عيناي متورمتان ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_1891","[{""content"": ""ترجم من الدارجة للفصحى: السلام. وكالك ساماريتان رييل إستايت."", ""role"": ""user""},{""content"": ""مرحبا شركة ساماريتان للعقارات ."", ""role"": ""assistant""}]","dr_msa","null"
