"dataset string","id string","messages list","direction string","metadata dict"
"madar","madar_15308","[{""content"": ""ترجم من الفصحى للدارجة: سر في الاتجاه المستقيم في هذا الشارع نحو ثلاث مائة متر ."", ""role"": ""user""},{""content"": ""سير نيشان شي تلتميات ميترو ف هاد الزنقا."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_33412","[{""content"": ""ترجم من الفصحى للدارجة: يجب أن أغسل ملابسي"", ""role"": ""user""},{""content"": ""خسّني نصبّن حوايجي"", ""role"": ""assistant""}]","msa_dr","null"
"madar_few_shot","madar_few_shot_1018","[{""content"": ""ترجم من الفصحى للدارجة: نحتاج رهن للعربة . <|assistant|> خصنا ندفع عربون للسيارة. <|user|> ترجم من الفصحى للدارجة: هل يوجد أي شئ قيم أو قابل للكسر في حقيبتك ؟ <|assistant|> واش كاين شي حاجة غالية أولا هشيشة فصاكك؟ <|user|> ترجم من الفصحى للدارجة: ما هو الوقت الذي قلت أننا ينبغي أن نسلم ورقتنا بحلوله ؟ <|assistant|> وقتاش قلتي بلي خاصنا نرجعو الوراق؟ <|user|> ترجم من الفصحى للدارجة: هل لي أن أضع أمتعتي هنا ؟"", ""role"": ""user""},{""content"": ""نقدر نحط الأمتعة ديالي هنا؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_41854","[{""content"": ""ترجم من الفصحى للدارجة: لا يمكنه أن يفهم"", ""role"": ""user""},{""content"": ""ماقدرش يفهم"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_494","[{""content"": ""ترجم من الفصحى للدارجة: لقد فهمت . أعتقد أنني أستطيع أن استعرضهم جميعاً خلال ساعة واحدة ."", ""role"": ""user""},{""content"": ""فهمت. كا نظن بلي نقدر نوريهم كلشي في ساعة وحدة."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_23782","[{""content"": ""ترجم من الفصحى للدارجة: الحلويات في الثلاجة"", ""role"": ""user""},{""content"": ""الديسّير راهوا فتلّاجا"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_13726","[{""content"": ""ترجم من الفصحى للدارجة: أين أضع الغسيل ؟"", ""role"": ""user""},{""content"": ""فين خصني نحط الحوايج ديال التصبين ديالي؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_10072","[{""content"": ""ترجم من الفصحى للدارجة: لم أعتقد أنها ستكون مزدحمة إلى هذا الحد ."", ""role"": ""user""},{""content"": ""ماضنيتش بللي غادي يكون عامر."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_5706","[{""content"": ""ترجم من الفصحى للدارجة: هل يوجد محل لعب أطفال بالقرب من هنا ؟"", ""role"": ""user""},{""content"": ""واش كاين شي محل الألعاب قريب من هنا؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_7588","[{""content"": ""ترجم من الفصحى للدارجة: درجة رجال الأعمال ، مقعد لغير المدخنين ، من فضلك ."", ""role"": ""user""},{""content"": ""بلاصة رجال الأعمال، لي مكيكميوش، عافاك ."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_6544","[{""content"": ""ترجم من الفصحى للدارجة: هل تريد أن تترك أي شيء ؟"", ""role"": ""user""},{""content"": ""واش كاينة شي حاجة بغيتي تحيدها؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda_multi_turns","doda_multi_turns_778","[{""content"": ""ترجم من الفصحى للدارجة: الطعام ليس جيدًا للغاية."", ""role"": ""user""},{""content"": ""لماكلا من جيها خرا ماشي شي حاجا."", ""role"": ""assistant""},{""content"": ""ترجم: الصبر عظيم"", ""role"": ""user""},{""content"": ""الصبر مزيان"", ""role"": ""assistant""},{""content"": ""ترجم: لا مشكلة، هذا كثير"", ""role"": ""user""},{""content"": ""ماشي مشكل, هادشي بزاف"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_39634","[{""content"": ""ترجم من الفصحى للدارجة: دائمًا ما يبتسم للآخرين"", ""role"": ""user""},{""content"": ""ديما كايبتاسم لنّاس"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_32506","[{""content"": ""ترجم من الفصحى للدارجة: اخذ رشفة من الشاي"", ""role"": ""user""},{""content"": ""خدا جغما ديال أتاي"", ""role"": ""assistant""}]","msa_dr","null"
"flores+","flores+_370","[{""content"": ""ترجم من الفصحى للدارجة: ستسافر الكبسولة بسرعة 12.8 كيلومترًا أو 8 أميال في الثانية، وهي سرعة كافية للانتقال من سان فرانسيسكو إلى لوس أنجلوس في دقيقة واحدة."", ""role"": ""user""},{""content"": ""غادي يمشي القمر الصناعي بسرعة 12.8 كيلومطر فالثانية و هي سرعة كافيا باش تمشي من سان فرانسيسكو ل لوس أنجلوس فدقيه وحدا"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_9340","[{""content"": ""ترجم من الفصحى للدارجة: السنة الأولى"", ""role"": ""user""},{""content"": ""أوّل عام"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_19906","[{""content"": ""ترجم من الفصحى للدارجة: قضاء وقت"", ""role"": ""user""},{""content"": ""دووّز لوقت"", ""role"": ""assistant""}]","msa_dr","null"
"flores+","flores+_904","[{""content"": ""ترجم من الفصحى للدارجة: عندما بدأ المستأجرون مشاركة ما حدث لهم، أدركت معظم العائلات المعنية فجأة أن كارولين ويلسون من هيئة الإسكان في أوكلاند قد سرقت ودائع التأمين الخاصة بهم، وهربت خارج المدينة."", ""role"": ""user""},{""content"": ""- فاش الكرّايا بداو كيهدرو على داكشي لّي وقع ليهم، الأغلبيه ديال العائلات المعنيين ساقو الاخبار بلي كارولين ويلسون من هيئة الإسكان فأوكلاند سرقات العربون لي عطاو و هربات من المدينة."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_8338","[{""content"": ""ترجم من الفصحى للدارجة: برون . اسمي على جانبها ."", ""role"": ""user""},{""content"": ""قهوي، سميتي كاينة فالجنب ديالو."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_2338","[{""content"": ""ترجم من الفصحى للدارجة: يتحدث الإنجليزية في العمل"", ""role"": ""user""},{""content"": ""كايهضر ب لونڭلي ف لخدما"", ""role"": ""assistant""}]","msa_dr","null"
"doda_few_shot","doda_few_shot_1054","[{""content"": ""ترجم من الفصحى للدارجة: لقد عدت <|assistant|> أنا رجعت <|user|> ترجم من الفصحى للدارجة: أحتاج إلى تغيير ملابسي <|assistant|> خسّني نبدّل حوايجي <|user|> ترجم من الفصحى للدارجة: لكن، لست متأكدًا من أن هاذا كافٍ <|assistant|> والاكين مامتيقّنش أنّا هادشي كافي <|user|> ترجم من الفصحى للدارجة: أعلم أنك مدرس لغة إنجليزية"", ""role"": ""user""},{""content"": ""كنعرفك نتا أُستاد ت نڭليزية"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_7066","[{""content"": ""ترجم من الفصحى للدارجة: هل يمكنني الحصول على سلطة كرنب بدلاً من مجموعة السلطات هذه ؟"", ""role"": ""user""},{""content"": ""واش يمكن لي نحصل على شلاضة دالكرنب فبلاصة الشلاضة امشكلة؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_26608","[{""content"": ""ترجم من الفصحى للدارجة: هل تريد كوبًا آخر من الشاي؟"", ""role"": ""user""},{""content"": ""بغيتي شي كاس داتاي أخور?"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_264","[{""content"": ""ترجم من الفصحى للدارجة: أشعر بوخز في معدتي ."", ""role"": ""user""},{""content"": ""المعدة ديالي كا دكني."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_12998","[{""content"": ""ترجم من الفصحى للدارجة: هل نذهب إلى حانة ؟"", ""role"": ""user""},{""content"": ""واش نمشيو للإشهار؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_10600","[{""content"": ""ترجم من الفصحى للدارجة: ما هو بالضبط الذي تجد صعوبة في فهمه؟"", ""role"": ""user""},{""content"": ""شنو لي ماقدرتيش تفهم بدابت?"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_10516","[{""content"": ""ترجم من الفصحى للدارجة: نعم، أنت تعلم، تلك الخيام الكبيرة."", ""role"": ""user""},{""content"": ""أيه, راك عارف, دوك لخيمات لكبار."", ""role"": ""assistant""}]","msa_dr","null"
"doda_few_shot","doda_few_shot_436","[{""content"": ""ترجم من الفصحى للدارجة: أنت لا تزال لطيفًا، أنا أحبك حتى وإن كنت غشاشًا! <|assistant|> راك باقي ضريف, نتا عزيز عليا واخا كاتغوش! <|user|> ترجم من الفصحى للدارجة: ما رأيك في البطاطس؟ <|assistant|> أشنو راإياك ف لبطاطا? <|user|> ترجم من الفصحى للدارجة: إصبعي يؤلمني <|assistant|> كايضرّني صبعي <|user|> ترجم من الفصحى للدارجة: الشهر الماضي"", ""role"": ""user""},{""content"": ""شهر لي داز"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_17248","[{""content"": ""ترجم من الفصحى للدارجة: عندما يسكر الناس، لن يهتموا بأسناني"", ""role"": ""user""},{""content"": ""منين كايسكر بنادم, ماغايهتمش ب سناني"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_3124","[{""content"": ""ترجم من الفصحى للدارجة: منذ متى وأنت هنا؟"", ""role"": ""user""},{""content"": ""شحال هادا باش نتا هنا?"", ""role"": ""assistant""}]","msa_dr","null"
"madar_few_shot","madar_few_shot_88","[{""content"": ""ترجم من الفصحى للدارجة: وضعت مثبت شعر اليوم . <|assistant|> حطيت رغوة دالشعر اليوم. <|user|> ترجم من الفصحى للدارجة: أنا في فندق "" إيه بي سي ، "" غرفة ستة خمسة وثمانين . هل يمكنك أن تطلب منه أن يكلمني هنا من فضلك ؟ <|assistant|> أنا في فندق ""ايه بي سي"". الغرفة ستة تمانين خمسة . ممكن تقول ليه يعيط ليا هنايا عافاك؟ <|user|> ترجم من الفصحى للدارجة: من سان فرانسيسكو حتى ناريتا . <|assistant|> من سان فرانسيسكو لناريتا. <|user|> ترجم من الفصحى للدارجة: لا . مع القشدة ، من فضلك ."", ""role"": ""user""},{""content"": ""لا. بالكريما، عافاك."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_8080","[{""content"": ""ترجم من الفصحى للدارجة: تقاضى مني السائق أجرة باهظة . ماذا ينبغي علي أن أفعله ؟"", ""role"": ""user""},{""content"": ""السائق غللا عليا بزاف. شنو تنصحني ندير؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_14426","[{""content"": ""ترجم من الفصحى للدارجة: أيمكن لي أن أطهو لنفسي ؟"", ""role"": ""user""},{""content"": ""وخا نطيب راسي؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_31378","[{""content"": ""ترجم من الفصحى للدارجة: أنت قاسٍ!"", ""role"": ""user""},{""content"": ""نتا قاسح!"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_13966","[{""content"": ""ترجم من الفصحى للدارجة: هل تذهب إلى أوريكا كثيرًا؟"", ""role"": ""user""},{""content"": ""واش كاتمشي ل وريكا بزّاف?"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_13176","[{""content"": ""ترجم من الفصحى للدارجة: جهاز إنذار ضد الحريق تم تشغيله ."", ""role"": ""user""},{""content"": ""هداك الديتيكطور ديال الدخان راه خدام."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_14552","[{""content"": ""ترجم من الفصحى للدارجة: كم يبلغ ارتفاع هذا الجبل ؟"", ""role"": ""user""},{""content"": ""اشحال ارتفاع هاد الجبل؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_19492","[{""content"": ""ترجم من الفصحى للدارجة: ربما سيبكي في الحمام من حين لآخر"", ""role"": ""user""},{""content"": ""إمكان غادي إبكي فلحامام مرا مرا"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_43372","[{""content"": ""ترجم من الفصحى للدارجة: يبدو أننا وصلنا إلى طريق مسدود"", ""role"": ""user""},{""content"": ""كايبان بلي وصالنا لتاريق مسدود"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_16004","[{""content"": ""ترجم من الفصحى للدارجة: هذا المقاس من فضلك ."", ""role"": ""user""},{""content"": ""هاد القياس، عافاك."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_36982","[{""content"": ""ترجم من الفصحى للدارجة: بالإضافة إلى ذلك، قد يتغير الطقس"", ""role"": ""user""},{""content"": ""أُ من فوق هادشي لجوو يقدر يخسر."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_34684","[{""content"": ""ترجم من الفصحى للدارجة: قد يكون هذا تاريخيًا"", ""role"": ""user""},{""content"": ""هادي تقدر تكون تاريخيا"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_8488","[{""content"": ""ترجم من الفصحى للدارجة: خصوصًا للأسبوع القادم، أحتاج منك أن تقوم بعرض تقديمي عن موضوعك المفضل:"", ""role"": ""user""},{""content"": ""خوصوصان سيمانا جايا, محتاجك ديري واحد ل پرزنتاصيون علا لماوضوع اللي عزيز عليك."", ""role"": ""assistant""}]","msa_dr","null"
"doda_multi_turns","doda_multi_turns_1192","[{""content"": ""ترجم من الفصحى للدارجة: كان يجب أن تخبرني مبكرًا"", ""role"": ""user""},{""content"": ""كان خسّ تڭول ليا قبل"", ""role"": ""assistant""},{""content"": ""ترجم: شكرًا مجددًا!"", ""role"": ""user""},{""content"": ""شوكران ليك مرا خرا"", ""role"": ""assistant""},{""content"": ""ترجم: إنه عاصف جدًا."", ""role"": ""user""},{""content"": ""كاين لعجاج بزّاف."", ""role"": ""assistant""}]","msa_dr","null"
"doda_few_shot","doda_few_shot_1612","[{""content"": ""ترجم من الفصحى للدارجة: حسنًا، أنا معك <|assistant|> لايسخر, أنا معاك <|user|> ترجم من الفصحى للدارجة: ذلك الشخص أحب القطط لأن لديها شوارب <|assistant|> هاد بنادم كايعجبوه لمشاش حيت عندهوم موستاش <|user|> ترجم من الفصحى للدارجة: ألا يطفو الجزر؟ <|assistant|> واش خيزو ماكايبقاش فوق لما? <|user|> ترجم من الفصحى للدارجة: أين كنت"", ""role"": ""user""},{""content"": ""فين كنتي"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_6132","[{""content"": ""ترجم من الفصحى للدارجة: حسناً . لا أعرف ماذا أقول ."", ""role"": ""user""},{""content"": ""المهم، ماعرفتش كيفاش نقولها."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_34570","[{""content"": ""ترجم من الفصحى للدارجة: مرحبا"", ""role"": ""user""},{""content"": ""سالام"", ""role"": ""assistant""}]","msa_dr","null"
"doda_few_shot","doda_few_shot_10","[{""content"": ""ترجم من الفصحى للدارجة: شكراً على الهدية <|assistant|> شوكران علا لكادو <|user|> ترجم من الفصحى للدارجة: هل هذا هو الطريق إلى مركز الشرطة؟ <|assistant|> واش هادي هييّا طريق ديال لكوميسارييّا? <|user|> ترجم من الفصحى للدارجة: تحت الضغط؟ <|assistant|> على الضغط؟ <|user|> ترجم من الفصحى للدارجة: ماذا سنقدم لعملائنا؟"", ""role"": ""user""},{""content"": ""أشنو حنا غادين نقدّمو لكليان ديالنا?"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_15064","[{""content"": ""ترجم من الفصحى للدارجة: لا أستطيع الركض بسرعة"", ""role"": ""user""},{""content"": ""مانقدرش نجري بصورعا"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_6584","[{""content"": ""ترجم من الفصحى للدارجة: حصلت على مظروف أخر ؟"", ""role"": ""user""},{""content"": ""وصلك طرد ٱخر؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_10510","[{""content"": ""ترجم من الفصحى للدارجة: يجب عليك أن تستقل حافلة ."", ""role"": ""user""},{""content"": ""خاصك تشد شي طوبيس."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_42154","[{""content"": ""ترجم من الفصحى للدارجة: شوربة المانجو اللذيذة جدًا إذا كنت لا تزال جائعًا بعد وجبتك."", ""role"": ""user""},{""content"": ""شوربا ديال مانڭو زوينا بزاف إلا كنا باقي فيك جوع"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_5506","[{""content"": ""ترجم من الفصحى للدارجة: من أين أنت؟"", ""role"": ""user""},{""content"": ""منين نتا?"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_956","[{""content"": ""ترجم من الفصحى للدارجة: هذا تذكار سآخذه معي إلى اليابان ."", ""role"": ""user""},{""content"": ""هاد التذكار غادي نديه معايا لليابان."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_12172","[{""content"": ""ترجم من الفصحى للدارجة: السعر سيكون عشرة دولارات للرأس ."", ""role"": ""user""},{""content"": ""التكلفة غادي دير عشرة دولار للراس."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_5508","[{""content"": ""ترجم من الفصحى للدارجة: عفواً , لكن لا أستطيع أن أذهب معك ."", ""role"": ""user""},{""content"": ""سمحلييا، والايني منقدرش نتبع معاك."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_3514","[{""content"": ""ترجم من الفصحى للدارجة: يدخن في الشرفة"", ""role"": ""user""},{""content"": ""كايكمي فلبالكون"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_6088","[{""content"": ""ترجم من الفصحى للدارجة: لم أدرس تقنية المعلومات قط"", ""role"": ""user""},{""content"": ""ماعمّرني قريت لانفورماتيك"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_17176","[{""content"": ""ترجم من الفصحى للدارجة: أعتقد أنه سيكون هناك بينغو قريبًا"", ""role"": ""user""},{""content"": ""كانضن غادي تكون لوعبا ديال بينڭو قريب"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_3484","[{""content"": ""ترجم من الفصحى للدارجة: أنت تتجاوز الحدود"", ""role"": ""user""},{""content"": ""تجاوزتي لحودود ديالك"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_32968","[{""content"": ""ترجم من الفصحى للدارجة: لا، أنت تحتاجه أيضًا"", ""role"": ""user""},{""content"": ""لا, أتحتاج ليها حتا نتا"", ""role"": ""assistant""}]","msa_dr","null"
"doda_few_shot","doda_few_shot_2830","[{""content"": ""ترجم من الفصحى للدارجة: آه نعم من فضلك! <|assistant|> أه لايحفظك! <|user|> ترجم من الفصحى للدارجة: هل كنت تتجسس عليّ؟ <|assistant|> واش كنتي كاتجسّس علييا? <|user|> ترجم من الفصحى للدارجة: أطفالي <|assistant|> ولادي <|user|> ترجم من الفصحى للدارجة: هكذا هكذا"", ""role"": ""user""},{""content"": ""إوا إوا"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_2950","[{""content"": ""ترجم من الفصحى للدارجة: سيكون من المدهش رؤية طائر التوكان في البرية"", ""role"": ""user""},{""content"": ""غادي إكون مودهيل تشوف طوكان فلبارّيا"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_478","[{""content"": ""ترجم من الفصحى للدارجة: أي طريق يؤدى إلى فندق جراس ؟"", ""role"": ""user""},{""content"": ""فينا هيا الطريق ديال لوطيل غراس؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_9140","[{""content"": ""ترجم من الفصحى للدارجة: مساءاً ، من فضلك ."", ""role"": ""user""},{""content"": ""العشية، عافاك."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_13662","[{""content"": ""ترجم من الفصحى للدارجة: أريد القيام بحجز في الفندق ، من فضلك ."", ""role"": ""user""},{""content"": ""بغينت نحجز واحد الأوطيل، عافاك."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_4286","[{""content"": ""ترجم من الفصحى للدارجة: البطارية ضعيفة ."", ""role"": ""user""},{""content"": ""الباتري خوا."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_11194","[{""content"": ""ترجم من الفصحى للدارجة: هلا غلفتها ؟"", ""role"": ""user""},{""content"": ""واش تقدر تلفو ليا؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_15814","[{""content"": ""ترجم من الفصحى للدارجة: إذًا، هل نفتح هذه الزجاجة من النبيذ؟"", ""role"": ""user""},{""content"": ""إوا, واش نحالّو هاد قارعا ديال شراب?"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_37882","[{""content"": ""ترجم من الفصحى للدارجة: تصبح على خير"", ""role"": ""user""},{""content"": ""تصبح على خير"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_74","[{""content"": ""ترجم من الفصحى للدارجة: حجزنا مائدة للساعة التاسعة . اسمي ساتو ."", ""role"": ""user""},{""content"": ""اسبق لينا احجزنا طاولة للساعة التسعود. اسميتي ساتو."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_25564","[{""content"": ""ترجم من الفصحى للدارجة: هل مديرك امرأة أم رجل؟"", ""role"": ""user""},{""content"": ""شف ديالك مرا أُلّا راجل?"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_42886","[{""content"": ""ترجم من الفصحى للدارجة: لكني أحتاج فعلاً إلى بعض المساعدة في ارتدائه وضبطه"", ""role"": ""user""},{""content"": ""ولكن غادي نحتاج صراحة شي مساعدة باش نلبسو ونقادو"", ""role"": ""assistant""}]","msa_dr","null"
"doda_few_shot","doda_few_shot_646","[{""content"": ""ترجم من الفصحى للدارجة: لم أحصل على ستائر بعد <|assistant|> مازال ماخديت لخوامي <|user|> ترجم من الفصحى للدارجة: هل لديك مصباح يدوي؟ <|assistant|> واش عنداك الپيل? <|user|> ترجم من الفصحى للدارجة: شكراً جزيلاً لحضورك لرؤيتي <|assistant|> شوكران بزاف حيت جيتي تشوفني <|user|> ترجم من الفصحى للدارجة: هو يركض ماراثون"", ""role"": ""user""},{""content"": ""جرا ف ل ماراطون"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_23866","[{""content"": ""ترجم من الفصحى للدارجة: والآن ماذا للحلوى؟"", ""role"": ""user""},{""content"": ""أُ دابا شنو ف الديسير?"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_14616","[{""content"": ""ترجم من الفصحى للدارجة: لقد أحضرت أكثر من المسموح به ."", ""role"": ""user""},{""content"": ""اشريتي اكتار من داك الشي اللي مسموح بيه."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_2056","[{""content"": ""ترجم من الفصحى للدارجة: معذرة . كيف يمكنني الوصول إلى البنك من هنا ؟"", ""role"": ""user""},{""content"": ""سمحلي. فين جات لبانكا؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_10868","[{""content"": ""ترجم من الفصحى للدارجة: إنها أعشاب بحرية مجففة نطلق عليها "" ياكنوري "" ."", ""role"": ""user""},{""content"": ""هادا عشب بحري ميبس. كانسميوه ياكينوري."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_3854","[{""content"": ""ترجم من الفصحى للدارجة: أين سنلتقي ؟"", ""role"": ""user""},{""content"": ""فين غادي نتلاقاو؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_13044","[{""content"": ""ترجم من الفصحى للدارجة: هكذا لدينا واحدة جيدة لك . إنها جولة يوم العطلة الكامل ."", ""role"": ""user""},{""content"": ""فهاد الحالة، عندنا اللي بغيتي . جولة في العطلة ديال نهار كامل."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_37660","[{""content"": ""ترجم من الفصحى للدارجة: أين حدث ذلك؟"", ""role"": ""user""},{""content"": ""فين وقعات?"", ""role"": ""assistant""}]","msa_dr","null"
"doda_multi_turns","doda_multi_turns_1480","[{""content"": ""ترجم من الفصحى للدارجة: لنأمل أن ينجح ذلك."", ""role"": ""user""},{""content"": ""نتمنّاو هادشي إخدم."", ""role"": ""assistant""},{""content"": ""ترجم: لقد أنهيت ما لدي بالفعل"", ""role"": ""user""},{""content"": ""راه ساليت ديالي"", ""role"": ""assistant""},{""content"": ""ترجم: أنا لا أؤمن بالحب"", ""role"": ""user""},{""content"": ""ماكانأمنش بلحوبّ"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_21550","[{""content"": ""ترجم من الفصحى للدارجة: دريس وفاطمة لا يريدان الصودا"", ""role"": ""user""},{""content"": ""دريس أُ فاطمة مابغاوش لموناضا"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_1186","[{""content"": ""ترجم من الفصحى للدارجة: ربما يدور شخص ما يضع المخدرات في طعامك"", ""role"": ""user""},{""content"": ""إمكان كايدور شي واحد أُكايدير لموخاديرات فلماكلا ديالك"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_42052","[{""content"": ""ترجم من الفصحى للدارجة: أراك قريبًا"", ""role"": ""user""},{""content"": ""نتشاوفو قريب"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_2746","[{""content"": ""ترجم من الفصحى للدارجة: ذهبت إلى البنك"", ""role"": ""user""},{""content"": ""مشيت لبنكا"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_9334","[{""content"": ""ترجم من الفصحى للدارجة: هل يمكنك أن تقدم لنا قدر قليل من الخصم ؟"", ""role"": ""user""},{""content"": ""واش تعطيني شي تخفيض صغير؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_5218","[{""content"": ""ترجم من الفصحى للدارجة: كم عدد الأيام التي سوف تأخذها لكي تطلب ؟"", ""role"": ""user""},{""content"": ""شحال خاص من نهار باش يدوز الطلب؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_4416","[{""content"": ""ترجم من الفصحى للدارجة: خذ هذه الوصفة الطبية إلى صيدلية ."", ""role"": ""user""},{""content"": ""خود هاد الفاتورة للصيدلية."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_15818","[{""content"": ""ترجم من الفصحى للدارجة: هل توجد أية رسوم ؟"", ""role"": ""user""},{""content"": ""واش كاينة مصاريف أخرى؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_5148","[{""content"": ""ترجم من الفصحى للدارجة: هل يمكن أن أحصل عليه بدون روشته طبية ؟"", ""role"": ""user""},{""content"": ""واش يمكن لي نحصل عليه بلا وصفة؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_7972","[{""content"": ""ترجم من الفصحى للدارجة: هل تقبلون بشيك بالين الياباني ؟"", ""role"": ""user""},{""content"": ""يمكن ليك تقبل شيك بالين الياباني؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_17764","[{""content"": ""ترجم من الفصحى للدارجة: أنا متأكد، بالنظر إلى جودة ذاكرتك في هذا الموضوع، أنك شغوف بمستقبل الديدان."", ""role"": ""user""},{""content"": ""أنا متءكّد, علا حاساب الداكيرا ديالك ف هاد لماوضوع, أنّاك عزيز عليك لماوضوع ديال لموستقبال ديال الدود."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_29554","[{""content"": ""ترجم من الفصحى للدارجة: أنا جاهز"", ""role"": ""user""},{""content"": ""أنا واجد"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_5416","[{""content"": ""ترجم من الفصحى للدارجة: ماذا حصلت في عيد ميلادك؟"", ""role"": ""user""},{""content"": ""شنو جاك فعيد ميلادك?"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_5060","[{""content"": ""ترجم من الفصحى للدارجة: أرغب في التسوق . أين منطقة وسط البلد ؟"", ""role"": ""user""},{""content"": ""بغيت نمشي نتسخر. فين جا وسط المدينة؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_30802","[{""content"": ""ترجم من الفصحى للدارجة: سيأتون قريبًا وسيحضرون الصودا معهم."", ""role"": ""user""},{""content"": ""غادي يجيو أُ يجيبو لموناضا من دابا شويا."", ""role"": ""assistant""}]","msa_dr","null"
