"dataset
string","id
string","messages
list","direction
string","metadata
dict"
"nllb-seed","nllb-seed_8605","[{""content"": ""ترجم من الدارجة للإنجليزية: شي أنواع ديل المركبات الأيونية، وخا هكاك، ميمكنش تكتب كصيغ تجريبية اللي كيكون فيها غير الأعداد الكاملة."", ""role"": ""user""},{""content"": ""Some types of ionic compounds, however, cannot be written as empirical formulas which contains only the whole numbers."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5297","[{""content"": ""ترجم من الدارجة للإنجليزية: في العدد اللي كان صادر في مارس 1966 من مجلة ذا أتلانتيك، كتبت بولين كايل أنه في أيام تمرده، كان براندو ""ضد المجتمع لأنه كان عارف بأنه كان تافه؛ بحيث كان بطل في أعين الشباب لأنه كانت عندو القوة باش يرفض تحمل هذه التفاهة""، ولكن دبا براندو و اصحابو ولاو ""مهرجين كيسخرو بوقاحة وبشكل مثير للشفقة من سمعتهم العامة""."", ""role"": ""user""},{""content"": ""In the March 1966 issue of The Atlantic, Pauline Kael wrote that in his rebellious days, Brando ""was antisocial because he knew society was crap; he was a hero to youth because he was strong enough not to take the crap"", but now Brando and others like him had become ""buffoons, shamelessly, pathetically mocking their public reputations."""", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_4623","[{""content"": ""ترجم من الدارجة للإنجليزية: اضطراب نقص الانتباه ""هو متلازمة عصبية عندها ثلاثة ديال الأعراض تقليدية وهي الاندفاع والتشتت وفرط النشاط أو الطاقة الزائدة""."", ""role"": ""user""},{""content"": ""Attention Deficit Disorder ""is a neurological syndrome whose classic defining triad of symptoms including impulsivity, distractibility, and hyperactivity or excess energy""."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_37977","[{""content"": ""ترجم من الدارجة للإنجليزية: هاك!"", ""role"": ""user""},{""content"": ""Here you go!"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_31509","[{""content"": ""ترجم من الدارجة للإنجليزية: أه, غادي يكون مومتيع"", ""role"": ""user""},{""content"": ""Yes, it'll be fun!"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_4019","[{""content"": ""ترجم من الدارجة للإنجليزية: الشركات والمصارف متعددة الجنسيات كتأسس مقراتها في المدن العالمية و كتنظم معظم أعمالها التجارية في هاد الإطار."", ""role"": ""user""},{""content"": ""Multinational corporations and banks make their headquarters in global cities and conduct much of their business within this context."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_15147","[{""content"": ""ترجم من الدارجة للإنجليزية: عطيني فلوسي"", ""role"": ""user""},{""content"": ""give me my money"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_4283","[{""content"": ""ترجم من الدارجة للإنجليزية: بالنسبة للمعابد الكلاسيكية، كان المظهر الخارجي هو المهم فقط، حيث الكهنة فقط ها اللي كيدخلو إلى الأماكن الداخلية، والموجود بها تمثال الإله اللي تم تخصيص هذا المعبد لحفظه به."", ""role"": ""user""},{""content"": ""For Classical temples, only the exterior was important, because only the priests entered the interior, where the statue of the deity to whom the temple was dedicated was kept."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_25425","[{""content"": ""ترجم من الدارجة للإنجليزية: كاندان بلي غير شاف حداه أُلقاها"", ""role"": ""user""},{""content"": ""I suppose he just looked around and there it was"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_3577","[{""content"": ""ترجم من الدارجة للإنجليزية: العدد (1) هو أقل عدد تيسمحو اللاعبين ديال رابطة الهوكي الوطنية بالاستعمال ديالو؛ ومنعت الرابطة استعمال العدد 00 والعدد 0 في لاخر ديال التسعينات (وكان أكبر عدد مسموح به هو 98)."", ""role"": ""user""},{""content"": ""1 is the lowest number permitted for use by players of the National Hockey League (NHL); the league prohibited the use of 00 and 0 in the late 1990s (the highest number permitted being 98)."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5589","[{""content"": ""ترجم من الدارجة للإنجليزية: تستعمل مصطلح الفن المعماري الحديث لأول مرة فعنوان كتاب من تأليف أوتو واجنر ، واللي عطا أمثلة على الخدمة ديالو الخاصة ، ممثل الانفصال الفييني ، مع الرسوم التوضيحية ديال الفن الحديث ، والتعاليم التعليمية للطلاب ديالو."", ""role"": ""user""},{""content"": ""An early use of the term modern architecture in print occurred in the title of a book by Otto Wagner, who gave examples of his own work representative of the Vienna Secession with art nouveau illustrations, and didactic teachings to his students."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5785","[{""content"": ""ترجم من الدارجة للإنجليزية: وتتشمل التساؤلات ديالو الأولية كيفية عيش حياة كريمة وتحديد معايير الأخلاق."", ""role"": ""user""},{""content"": ""Its primary investigations include how to live a good life and identifying standards of morality."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_9849","[{""content"": ""ترجم من الدارجة للإنجليزية: هيا أكفس موغنّيا عرفتها"", ""role"": ""user""},{""content"": ""She is the worst singer I know"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_40347","[{""content"": ""ترجم من الدارجة للإنجليزية: من لأحسان تزراب حيت راه عندنا مانديرو مازال"", ""role"": ""user""},{""content"": ""well you better hurry then because we have prep to do"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_7547","[{""content"": ""ترجم من الدارجة للإنجليزية: التقرير ايضا كان صدر قوانين مشروعة على المعايير الدنيا الضرورية للتشييد الإضافي في الضواحي؛ هادشي كيتضمن قواعد فيما كيخص الحد الأقصى للكثافة السكنية وتنظيمها، حتى انه قدم توصيات بشأن العدد المثالي لغرف النوم والغرف الأخرى في كل دار."", ""role"": ""user""},{""content"": ""The Report also legislated on the required, minimum standards necessary for further suburban construction; this included regulation on the maximum housing density and their arrangement and it even made recommendations on the ideal number of bedrooms and other rooms per house."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5985","[{""content"": ""ترجم من الدارجة للإنجليزية: يمكن توصف المدينة على أنها حكاية، أو سلسة من العلاقات كتربط ما بين مجموعة من الأشخاص، أو مكان كتم فيه عمليات الإنتاج والتوزيع، أو ميدان كتم فيه ممارسة القوة المادية، أو مجموعة من القرارات المترابطة، أو ميدان للصراعات."", ""role"": ""user""},{""content"": ""The city may be looked on as a story, a pattern of relations between human groups, a production and distribution space, a field of physical force, a set of linked decisions, or an arena of conflict."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_22749","[{""content"": ""ترجم من الدارجة للإنجليزية: هادي أقدام كانيسا"", ""role"": ""user""},{""content"": ""This is the oldest church"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_5067","[{""content"": ""ترجم من الدارجة للإنجليزية: والاكين, راك عارف, السكار راه مامزيانش بزاف اللكلاب. <|assistant|> But, you know, sugar isn't very good for dogs. <|user|> ترجم من الدارجة للإنجليزية: لخبار جات بحال الصاعيقا <|assistant|> The news come as a complete shock <|user|> ترجم من الدارجة للإنجليزية: حرفيّان, لباب ديالو مسدود <|assistant|> Literally, his door is locked. <|user|> ترجم من الدارجة للإنجليزية: أيه غادي نديرو داكشي"", ""role"": ""user""},{""content"": ""Yeah, we're gonna make it!"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_2007","[{""content"": ""ترجم من الدارجة للإنجليزية: غاليبان غايجرّيو عليه من اللفوق"", ""role"": ""user""},{""content"": ""he is probably about to be laid off by head office!"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_25383","[{""content"": ""ترجم من الدارجة للإنجليزية: واش باقي كاتخدام أُستاد ديال رياديات?"", ""role"": ""user""},{""content"": ""Do you still have your math teacher position?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_9019","[{""content"": ""ترجم من الدارجة للإنجليزية: وفي الطبعة الثالثة في عام 1861، اعترف داروين بأن آخرين ــ بحال ويليام تشارلز ويلز في 1813، وباتريك ماثيو في 1831 ــ كانو اقترحوا أفكار متشابهة، ولكن راهم مطورهاش و ما كيقدموهاش في منشورات علمية ملحوظة."", ""role"": ""user""},{""content"": ""In the 3rd edition of 1861 Darwin acknowledged that others—like William Charles Wells in 1813, and Patrick Matthew in 1831—had proposed similar ideas, but had neither developed them nor presented them in notable scientific publications."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_6799","[{""content"": ""ترجم من الدارجة للإنجليزية: في الأواخر ديل القرن الثاني عشر، كانت القلاع بشكل عام كتحتوي على أبراج قليلة؛ وبوابة بميزات دفاعية أقل بحال قاذف السهام أو بوابة منزلقة، وحصن برجي كبير أو برج رئيسي، عادة ما كتكون مربعة وبدون قاذفات أسهم؛ و كيكون الشكل محكوم بتخطيط الأرض (كتكون النتيجة عادة إنشاءات غير منتظمة أو منحنية)."", ""role"": ""user""},{""content"": ""Until the late 12th century castles generally had few towers; a gateway with few defensive features such as arrowslits or a portcullis; a great keep or donjon, usually square and without arrowslits; and the shape would have been dictated by the lay of the land (the result was often irregular or curvilinear structures)."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_39399","[{""content"": ""ترجم من الدارجة للإنجليزية: أيه أمولاي"", ""role"": ""user""},{""content"": ""Yes, sir."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_21033","[{""content"": ""ترجم من الدارجة للإنجليزية: ليكانلقا زوين هووا سوأل علا جواجها"", ""role"": ""user""},{""content"": ""What I do find fascinating about her is the question of her marriage"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5471","[{""content"": ""ترجم من الدارجة للإنجليزية: كتعتبر الرياضة حتى هي عامل أساسي في التسويق للمدينة وبناء هويتها المحلية."", ""role"": ""user""},{""content"": ""Sports also play a major role in city branding and local identity formation."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_28029","[{""content"": ""ترجم من الدارجة للإنجليزية: ماعمّرها سافرات علا برّا"", ""role"": ""user""},{""content"": ""She has never been abroad"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_13551","[{""content"": ""ترجم من الدارجة للإنجليزية: غير دوّزها"", ""role"": ""user""},{""content"": ""Let it slide"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_3927","[{""content"": ""ترجم من الدارجة للإنجليزية: كان تعتمد على مفهوم الجنود المستنسخين اللي تزادو للمضاربة في ""ابنة الطبيب"" (2008)، فين تستعمل الحمض النووي ديل الطبيب باش يصايبو محاربة كتسمى جيني."", ""role"": ""user""},{""content"": ""The concept of cloned soldiers being bred for combat was revisited in ""The Doctor's Daughter"" (2008), when the Doctor's DNA is used to create a female warrior called Jenny."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5895","[{""content"": ""ترجم من الدارجة للإنجليزية: ولكن أرسطو وضّح أن التركيز على الكمية وحدها يمكن ما يميزش الرياضيات على علوم بحال الفيزيك؛ حيث شاف أن التجريد ودراسة الكمية بصفتها خاصية ""قابلة للفصل من الناحية الفكرية"" على الأمثلة الواقعية تيحط علم الرياضيات في مكانة أخرى."", ""role"": ""user""},{""content"": ""However, Aristotle also noted a focus on quantity alone may not distinguish mathematics from sciences like physics; in his view, abstraction and studying quantity as a property ""separable in thought"" from real instances set mathematics apart."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1639","[{""content"": ""ترجم من الدارجة للإنجليزية: ف ""الإثباتات والتفنيدات""، قدم لاكاتوس بزاف ديال القواعد الأساسية باش نلقاو الإثباتات والأمثلة المضادة للتخمينات."", ""role"": ""user""},{""content"": ""In Proofs and Refutations, Lakatos gave several basic rules for finding proofs and counterexamples to conjectures."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_16791","[{""content"": ""ترجم من الدارجة للإنجليزية: نقادرو غير نعاردو علا ناس نهار لحاد"", ""role"": ""user""},{""content"": ""We can just invite people on the Sunday"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_25431","[{""content"": ""ترجم من الدارجة للإنجليزية: شوف لهيه كاين العصى و الفيلاج "", ""role"": ""user""},{""content"": ""and look there's the rod, and the village."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_5373","[{""content"": ""ترجم من الدارجة للإنجليزية: لمكتابا حالّا"", ""role"": ""user""},{""content"": ""the bookshop is open"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_2961","[{""content"": ""ترجم من الدارجة للإنجليزية: كتسمى أجزاء جزيء الحمض النووي اللي كتحدد وحدة وظيفية واحدة بالجينات؛ الجينات المختلفة اللي عندها تسلسلات مختلفة من الأساسات."", ""role"": ""user""},{""content"": ""Portions of a DNA molecule that specify a single functional unit are called genes; different genes have different sequences of bases."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_33627","[{""content"": ""ترجم من الدارجة للإنجليزية: حل لباب"", ""role"": ""user""},{""content"": ""open the door"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_35967","[{""content"": ""ترجم من الدارجة للإنجليزية: فهمت هادشي, والاكين كيمّا كان لحال, 12/20 ل 14 لصفحا, ماكانضنّش كافيا."", ""role"": ""user""},{""content"": ""I understand that, but still, 12/20 for 14 pages, I don't think it's enough."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1821","[{""content"": ""ترجم من الدارجة للإنجليزية: اتاخذو بزاف ديال القرارات لي تدّين الحرب بگاع الأشكال ديالها بشكل كبير في الاجتماعات السنوية للرابطة الأمريكية للأنثروبولوجيا (AAA)."", ""role"": ""user""},{""content"": ""Numerous resolutions condemning the war in all its aspects were passed overwhelmingly at the annual meetings of the American Anthropological Association (AAA)."", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_3585","[{""content"": ""ترجم من الدارجة للإنجليزية: هو أرخبيل فيه 15 جزيرة منتشرين على مساحة زايدة على 2.2 مليون كيلومتر مربع من المحيط."", ""role"": ""user""},{""content"": ""It is an archipelago with 15 islands spread out over 2.2 million km2 of ocean."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_6431","[{""content"": ""ترجم من الدارجة للإنجليزية: البعض كيركز على الأمثلة التاريخية، والبعض الآخر كيركز على النظرية العامة."", ""role"": ""user""},{""content"": ""Some focus on historical examples, and others on general theory."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5315","[{""content"": ""ترجم من الدارجة للإنجليزية: قدم ألن والاس مثال على درجات الحرية المتفاوتة هذه حيث أشار إلى أنه ""من الواضح تجريبيًا أن الإنسان يمكن يكون ما مرتاحش جسديًا - ملي تيكون تيدير شي تمرين رياضي صعيب - ولكن تيكون ناشط؛ وعلى العكس، يقد يكون الإنسان كاعي واخا يكون گالس تيرتاح""."", ""role"": ""user""},{""content"": ""An example of these disparate degrees of freedom is given by Allan Wallace who notes that it is ""experientially apparent that one may be physically uncomfortable—for instance, while engaging in a strenuous physical workout—while mentally cheerful; conversely, one may be mentally distraught while experiencing physical comfort""."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5777","[{""content"": ""ترجم من الدارجة للإنجليزية: ولاّ التعريف ديالو دابا ""دراسة المجموعة البشرية، ككل، من حيث التفاصيل ديالها، وبالمقارنة مع باقي الكائنات في الطبيعة""."", ""role"": ""user""},{""content"": ""His definition now became ""the study of the human group, considered as a whole, in its details, and in relation to the rest of nature""."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_28071","[{""content"": ""ترجم من الدارجة للإنجليزية: والاكين كيف كاتعراف, تكون ماتواتار ف طيارات ماشي حاجا عاقلانييا"", ""role"": ""user""},{""content"": ""But you know, being a little stressed out on planes is not a rational thing"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_1353","[{""content"": ""ترجم من الدارجة للإنجليزية: شنو مبرزطك?"", ""role"": ""user""},{""content"": ""What is troubling you?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_837","[{""content"": ""ترجم من الدارجة للإنجليزية: خسّنا نسربيو!"", ""role"": ""user""},{""content"": ""We have to hurry!"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_4521","[{""content"": ""ترجم من الدارجة للإنجليزية: في البداية، خاص يبقى الحمض النووي المهم بوحدو باش يبقى جزء من الحمض النووي اللي عندو القياس مزيان."", ""role"": ""user""},{""content"": ""Initially, the DNA of interest needs to be isolated to provide a DNA segment of suitable size."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_19701","[{""content"": ""ترجم من الدارجة للإنجليزية: أنا مكفّس ف لماط"", ""role"": ""user""},{""content"": ""I'm horrible at math"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_1713","[{""content"": ""ترجم من الدارجة للإنجليزية: لكوافّور ديالي حلّ سالون جديد <|assistant|> My hairdresser has opened a new salon <|user|> ترجم من الدارجة للإنجليزية: كايعجبني الصوت ديال لمّاج <|assistant|> I love the waves sound <|user|> ترجم من الدارجة للإنجليزية: مابقيتش كانفكّر نشري دار <|assistant|> I've given up on the idea of buying a house <|user|> ترجم من الدارجة للإنجليزية: بحالا أنا ف محاكمة"", ""role"": ""user""},{""content"": ""More like me being on trial"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_15009","[{""content"": ""ترجم من الدارجة للإنجليزية: سمحلي قاطعتك"", ""role"": ""user""},{""content"": ""I'm sorry to interrupt you"", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_123","[{""content"": ""ترجم من الدارجة للإنجليزية: ضريبة الدخل كتنظم بشكل مختلف حسب الدولة، وكتختلف معدلات الضرائب وشرائحها بشكلٍ كبير من دولة لوحدة أخرى."", ""role"": ""user""},{""content"": ""Income tax is structured differently in different countries, and the tax rates and brackets vary widely from one country to another."", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_2835","[{""content"": ""ترجم من الدارجة للإنجليزية: وزيد أنه كبير القضاة إيفانجيلوس كالوسيس تشد فالحبس على الفساد وسلوك منحط."", ""role"": ""user""},{""content"": ""Moreover, top judge Evangelos Kalousis is imprisoned as he found guilty of corruption and degenerate behaviour."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_17385","[{""content"": ""ترجم من الدارجة للإنجليزية: غادي إخسّني نتلاب أرشيبالد إصاوب هادشي بزربا."", ""role"": ""user""},{""content"": ""I'll have to ask Archibald to handle this urgently."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_14955","[{""content"": ""ترجم من الدارجة للإنجليزية: فين جات لبوسطا?"", ""role"": ""user""},{""content"": ""Where's the post office?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1049","[{""content"": ""ترجم من الدارجة للإنجليزية: وفي القرن الثالث من الحقبة العامة، شافت سلالة غوبتا على ان الفترة المشار إليها سابقا هي العصر الذهبي للهند القديمة."", ""role"": ""user""},{""content"": ""From the 3rd century CE, the Gupta dynasty oversaw the period referred to as ancient India's Golden Age."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed_few_shot","nllb-seed_few_shot_47","[{""content"": ""ترجم من الدارجة للإنجليزية: فبعض الأنظمة الضريبية، هادشي يقدر يأدي لما يسمى بالازدواج الضريبي، حيت الشركة كتدفع أولاً ضريبة على الأرباح، ومن بعد ملي كتوزع الشركة أرباحها على مالكيها، الأفراد خاصهوم يدرجو أرباح الأسهم في دخلهم ملي يكملو الإقرارات الضريبية الشخصية، وفي هاديك المرحلة كتّفرض شريحة ثانية من ضريبة الدخل. <|assistant|> In some tax systems, this can give rise to so-called double taxation, because first the corporation pays tax on the profit, and then when the corporation distributes its profits to its owners, individuals have to include dividends in their income when they complete their personal tax returns, at which point a second layer of income tax is imposed. <|user|> ترجم من الدارجة للإنجليزية: وغالبًا ما كيكون الحمض النووي في نواة الخلايا، ولكن روث ساغر عاون في اكتشاف الجينات غير الكروموسومية اللي كاينة خارج النواة. <|assistant|> DNA is most often found in the nucleus of cells, but Ruth Sager helped in the discovery of nonchromosomal genes found outside of the nucleus. <|user|> ترجم من الدارجة للإنجليزية: ومن هاد المنطلق، تيبني المعرفة ديالو مرة أخرى. <|assistant|> From this basis he builds his knowledge back up again. <|user|> ترجم من الدارجة للإنجليزية: التركيز على أنواع جديدة من الكائنات الحية النموذجية بحا الفيروسات والبكتيريا، مع اكتشاف جيمس واتسون وفرانسيس كريك للبنية الحلزونية المزدوجة للحمض النووي في عام 1953، شكل مرحلة انتقالية لعصر علم الوراثة الجزيئي."", ""role"": ""user""},{""content"": ""A focus on new kinds of model organisms such as viruses and bacteria, along with the discovery of the double-helical structure of DNA by James Watson and Francis Crick in 1953, marked the transition to the era of molecular genetics."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_15339","[{""content"": ""ترجم من الدارجة للإنجليزية: كايجيبو لينا ميني-بوس كايدّينا ل شي بلاسّا مزيانا."", ""role"": ""user""},{""content"": ""They arrange a mini-bus which takes us somewhere interesting."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1755","[{""content"": ""ترجم من الدارجة للإنجليزية: فكيبان أنهم كينتميو لعائلة كانت برجوازية امتدت لثلاثة أجيال أو أكثر."", ""role"": ""user""},{""content"": ""They tend to belong to a family that has been bourgeois for three or more generations."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5545","[{""content"": ""ترجم من الدارجة للإنجليزية: كان حتى هو تشهر بانه كان مهندس ميكانيكي واعر وفيزيائي مرموق."", ""role"": ""user""},{""content"": ""He was also a capable mechanical engineer and an eminent physicist."", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_3567","[{""content"": ""ترجم من الدارجة للإنجليزية: ماهيا هاديكش. <|assistant|> that's not correct. <|user|> ترجم من الدارجة للإنجليزية: خانتخصص ف داكاء لسطيناعي <|assistant|> I specialize in artificial intelligence. <|user|> ترجم من الدارجة للإنجليزية: واش كاضن هادشي بسّاح? <|assistant|> Do you really think so? <|user|> ترجم من الدارجة للإنجليزية: خاساك دير نافس لحاجا"", ""role"": ""user""},{""content"": ""You should do the same"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_13263","[{""content"": ""ترجم من الدارجة للإنجليزية: مومكين تابغيها قبال موسيقا ديال روكك"", ""role"": ""user""},{""content"": ""Maybe you would like that before rock music"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_1791","[{""content"": ""ترجم من الدارجة للإنجليزية: ماكايبانش ليا بلي عندي حتا شي واقت خاسّ بيا <|assistant|> I never seem to get any time on my own <|user|> ترجم من الدارجة للإنجليزية: واخا, راه ورّكت علا لبوتون لحمار لكبير أُ ماوقاع والو. <|assistant|> Right, I've pressed the big red button and nothing has happened. <|user|> ترجم من الدارجة للإنجليزية: ماكايمشيش ل لاصال <|assistant|> He doesn't go to the gym <|user|> ترجم من الدارجة للإنجليزية: باراكا ماتقمّر"", ""role"": ""user""},{""content"": ""Stop gambling"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_3699","[{""content"": ""ترجم من الدارجة للإنجليزية: وبمرور الوقت، كيتحول هاد الوقود الهيدروجيني بالكامل لهيليوم، وكيبدأ النجم فالتطور."", ""role"": ""user""},{""content"": ""Over time, this hydrogen fuel is completely converted into helium, and the star begins to evolve."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_20877","[{""content"": ""ترجم من الدارجة للإنجليزية: أش كايعني داكشي?"", ""role"": ""user""},{""content"": ""What does that mean?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_19791","[{""content"": ""ترجم من الدارجة للإنجليزية: شحال خس تلفلوس باش تساياب سايارا?"", ""role"": ""user""},{""content"": ""How much is it going to cost to get the car fixed?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_39819","[{""content"": ""ترجم من الدارجة للإنجليزية: فهمت"", ""role"": ""user""},{""content"": ""I got it"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_6237","[{""content"": ""ترجم من الدارجة للإنجليزية: كيوفر إم بي إي للعلماء الإمكانية ديالت يديرو طبقات دقيقة ذريًا من الذرات، وبالتالي يبنيو هياكل معقدة في هاد العملية."", ""role"": ""user""},{""content"": ""MBE allows scientists to lay down atomically precise layers of atoms and, in the process, build up complex structures."", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_3999","[{""content"": ""ترجم من الدارجة للإنجليزية: ماكانحملش نسمع ليه <|assistant|> I hate listening to him <|user|> ترجم من الدارجة للإنجليزية: واش هازّ معاك تيليفون ديالك? <|assistant|> Have you got your phone with you? <|user|> ترجم من الدارجة للإنجليزية: أُنتا كاتعرف شحال كانبغي زابدا أُ جبان أُ لماكلا لغانيّا, أُلّديدا <|assistant|> And you know how much I like butter and cheese and rich, tasty foods <|user|> ترجم من الدارجة للإنجليزية: خاصّني نمشي"", ""role"": ""user""},{""content"": ""I have to go"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1","[{""content"": ""ترجم من الدارجة للإنجليزية: راه اللوكافيبهاغا، وهو نص من الديانة الجاينية عن علم الكونيات اللي مازال كاين في ترجمة للغة السنسكريتية كترجع للعصور الوسطى من أصل براكريتي، واللي كيرجع تاريخو إلى عام 458 بعد الميلاد (عصر ساكا عام 380)، كيخدم بنظام القيمة العشرية، بما فيه الصفر."", ""role"": ""user""},{""content"": ""The Lokavibhāga, a Jain text on cosmology surviving in a medieval Sanskrit translation of the Prakrit original, which is internally dated to AD 458 (Saka era 380), uses a decimal place-value system, including a zero."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_6843","[{""content"": ""ترجم من الدارجة للإنجليزية: مابغيتش نخَسَّرها"", ""role"": ""user""},{""content"": ""I don't want to ruin it"", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_165","[{""content"": ""ترجم من الدارجة للإنجليزية: سياسة Komen قصات Planned Parenthood بسبب تحقيق تيديرو المندوب كليف ستيرنز على كيفاش تتصرف وتتحكم المنظمة فالأموال ديالها."", ""role"": ""user""},{""content"": ""Komen's policy disqualified Planned Parenthood due to a pending investigation on how Planned Parenthood spends and reports its money that is being conducted by Representative Cliff Stearns."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_2653","[{""content"": ""ترجم من الدارجة للإنجليزية: كانت القلاع الريفية في أغلب الأحيان مرتبطة بالطواحين وأنظمة الحقول و هادشي كيرجع إلى دورها في إدارة ممتلكات السادة النبلاء و هادشي عطاها نفوذ أعظم على الموارد."", ""role"": ""user""},{""content"": ""Rural castles were often associated with mills and field systems due to their role in managing the lord's estate, which gave them greater influence over resources."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_8969","[{""content"": ""ترجم من الدارجة للإنجليزية: ولكن الحضارة ايضا كتنتشر عن طريق الهيمنة التكنولوجية والمادية والاجتماعية اللي كتنتجها الحضارة."", ""role"": ""user""},{""content"": ""But civilization is also spread by the technical, material and social dominance that civilization engenders."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5057","[{""content"": ""ترجم من الدارجة للإنجليزية: الهدف هو جمع البيانات بطريقة يفرض الباحث فيها حدًا أدنى من التحيز الشخصي في البيانات."", ""role"": ""user""},{""content"": ""The goal is to collect data in such a way that the researcher imposes a minimal amount of personal bias in the data."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_751","[{""content"": ""ترجم من الدارجة للإنجليزية: بعض الدراسات قالو بلي العرق يقدر يتحدد بدقة بالغة إلى تبعنا طرق معينة، بحال هادوك للي طورها جايلز وإليوت"", ""role"": ""user""},{""content"": ""Some studies have reported that races can be identified with a high degree of accuracy using certain methods, such as that developed by Giles and Elliot."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_26703","[{""content"": ""ترجم من الدارجة للإنجليزية: كاتستاهل"", ""role"": ""user""},{""content"": ""You deserve it!"", ""role"": ""assistant""}]","dr_en","null"
